Label,log_k1_median,log_k1_CI_lower,log_k1_CI_upper,log_k2_median,log_k2_CI_lower,log_k2_CI_upper,m_median,m_CI_lower,m_CI_upper,n_median,n_CI_lower,n_CI_upper,r_median,r_CI_lower,r_CI_upper,log_sigma_median,log_sigma_CI_lower,log_sigma_CI_upper
DSC_EDA_25C,-4.44647933349942,-4.44855589261557,-4.444227480688362,-3.5759224365162936,-3.585582234881529,-3.5642272606245196,1.5883141424488736,1.5727119251485464,1.6067934704846896,1.478971878630648,1.4683805991985917,1.4915299648238105,0.7888498646498441,0.7883737879271409,0.7894087263651031,-2.3763830419148704,-2.3804407512246346,-2.371861917925358
DSC_EDA_80C,-2.7172591343899515,-2.7190724213896815,-2.715597424618028,-2.472011501189723,-2.475817295215062,-2.4686365471369394,0.8454084873544616,0.834549069013323,0.8538146645872264,1.4690913383267428,1.4649241836719429,1.4730872580917391,1.019131855678483,1.018585692963751,1.0196687691015969,-3.07702340821171,-3.0837896141516064,-3.068777116282434
DSC_EDA_50C,-4.068081949622195,-4.071183985860673,-4.065827715604471,-3.0464911103269454,-3.0485665294626196,-3.04477032233041,0.7374341815338141,0.7338472925414737,0.7401127936797319,1.5424002071035332,1.5401493990602682,1.5444182255875518,0.6822343026359395,0.6821851728966066,0.6822837606594344,-2.9211306974248425,-2.9253923786500855,-2.9163648944788902
DSC_EDA_60C,-4.313718282512946,-4.324370450618396,-4.305498656124421,-2.9138480064604986,-2.9146059219977607,-2.913222388819564,0.4296654084781171,0.4277889233015163,0.4311024510136282,1.678395981342911,1.6769230376139368,1.6796716268713172,0.7282989539030011,0.72825474928713,0.7283470584553594,-3.189915302877689,-3.195736187346059,-3.1852469962677077
NMR_EDA_25C,-4.29475075356128,-4.29475075356128,-4.29475075356128,-3.5210270429531056,-3.5210270429531056,-3.5210270429531056,1.0235888762337364,1.0235888762337364,1.0235888762337364,1.5889795987987516,1.5889795987987516,1.5889795987987516,,,,,,
NMR_DAP_25C,-7.281133839431292,-7.281133839431292,-7.281133839431292,-3.3924760281265134,-3.3924760281265134,-3.3924760281265134,0.4405778694327693,0.4405778694327693,0.4405778694327693,1.3495714853926537,1.3495714853926537,1.3495714853926537,,,,,,
NMR_DAB_25C,-9.281017857626356,-9.281017857626356,-9.281017857626356,-3.5971406640474046,-3.5971406640474046,-3.5971406640474046,0.3974008825580947,0.3974008825580947,0.3974008825580947,1.2139660672663617,1.2139660672663617,1.2139660672663617,,,,,,
NMR_EDA_33C,-4.1945340228462245,-4.1945340228462245,-4.1945340228462245,-3.232499465877439,-3.232499465877439,-3.232499465877439,0.8796629017763471,0.8796629017763471,0.8796629017763471,1.43766278177059,1.43766278177059,1.43766278177059,,,,,,
NMR_DAP_33C,-3.6225318505089312,-3.6225318505089312,-3.6225318505089312,-2.9393893945422445,-2.9393893945422445,-2.9393893945422445,1.506941573545653,1.506941573545653,1.506941573545653,1.5931333568357564,1.5931333568357564,1.5931333568357564,,,,,,
NMR_DAB_33C,-3.515910077745964,-3.515910077745964,-3.515910077745964,-3.0141113385758262,-3.0141113385758262,-3.0141113385758262,1.9213570757736689,1.9213570757736689,1.9213570757736689,1.4953019311295963,1.4953019311295963,1.4953019311295963,,,,,,
NMR_EDA_40C,-6.583313330542058,-6.583313330542058,-6.583313330542058,-2.9761211571886896,-2.9761211571886896,-2.9761211571886896,0.4201262723633998,0.4201262723633998,0.4201262723633998,0.9996330183673932,0.9996330183673932,0.9996330183673932,,,,,,
NMR_DAP_40C,-6.890993458063219,-6.890993458063219,-6.890993458063219,-2.859810046819344,-2.859810046819344,-2.859810046819344,0.4227039380942896,0.4227039380942896,0.4227039380942896,0.8779327762391178,0.8779327762391178,0.8779327762391178,,,,,,
NMR_DAB_40C,-3.975181511588045,-3.975181511588045,-3.975181511588045,-2.7893178576731077,-2.7893178576731077,-2.7893178576731077,1.1839993378876144,1.1839993378876144,1.1839993378876144,2.0551115379201232,2.0551115379201232,2.0551115379201232,,,,,,
NMR_DAP2_25C,-9.999998743749142,-9.999998743749142,-9.999998743749142,-3.397042878610339,-3.397042878610339,-3.397042878610339,0.1331953036716372,0.1331953036716372,0.1331953036716372,1.3641581056909835,1.3641581056909835,1.3641581056909835,,,,,,
NMR_DAP2_33C,-4.014288168732939,-4.014288168732939,-4.014288168732939,-2.892015574348768,-2.892015574348768,-2.892015574348768,1.2422647011726886,1.2422647011726886,1.2422647011726886,1.7673008861250703,1.7673008861250703,1.7673008861250703,,,,,,
NMR_DAP2_40C,-5.168754465647281,-5.168754465647281,-5.168754465647281,-2.991971847527176,-2.991971847527176,-2.991971847527176,0.3381209890949394,0.3381209890949394,0.3381209890949394,0.9618475915805448,0.9618475915805448,0.9618475915805448,,,,,,
