sample,temp,k1,k2,m,n,rss,converged,log_k1_median,log_k1_p2_5,log_k1_p97_5,log_k2_median,log_k2_p2_5,log_k2_p97_5,m_median,m_p2_5,m_p97_5,n_median,n_p2_5,n_p97_5,log_sigma_median,log_sigma_p2_5,log_sigma_p97_5
DAP,33C,0.00023848888848618176,0.001149769027561615,1.506941573545653,1.5931333568357564,0.0038724408877315974,True,0.00023783828922562458,0.00021650088040387212,0.0002598605938226576,0.001134223936946651,0.0007566451201170466,0.0016727996973602203,1.4960266718745232,1.0427204191546355,1.9217617373141493,1.5809373145019576,1.2514282169387758,1.9082091086820367,0.009927920489626,0.008081105304651424,0.012649447655853109
