sample,temp,k1,k2,m,n,rss,converged,log_k1_median,log_k1_p2_5,log_k1_p97_5,log_k2_median,log_k2_p2_5,log_k2_p97_5,m_median,m_p2_5,m_p97_5,n_median,n_p2_5,n_p97_5,log_sigma_median,log_sigma_p2_5,log_sigma_p97_5
DAB,33C,0.0003048526113872932,0.0009680287023675512,1.9213562414380116,1.4953016637775138,0.005906589508531074,True,0.0003090947890443216,0.0002728920703470111,0.0003533890582483413,0.0008647852794290651,0.0003421051018994344,0.0017412066027321334,1.8440432799609205,0.9935321244141362,2.496029659612468,1.4138998904071793,0.8818535190391112,1.9477919036821305,0.011428059788314848,0.009427032031933763,0.014251117131584322
