sample,temp,k1,k2,m,n,rss,converged,log_k1_median,log_k1_p2_5,log_k1_p97_5,log_k2_median,log_k2_p2_5,log_k2_p97_5,m_median,m_p2_5,m_p97_5,n_median,n_p2_5,n_p97_5,log_sigma_median,log_sigma_p2_5,log_sigma_p97_5
DAP,25C,5.233557751806927e-08,0.0004050638541807326,0.4405775000954131,1.3495588283609177,0.0011930131285257494,True,7.712234592840236e-08,1.3952930794150315e-10,2.9408316012665163e-05,0.0004065267189789083,0.00037310775649067264,0.0004515135714397602,0.4474008639381891,0.39620928816145284,0.6396514171923803,1.3593188812097994,1.1687546162243845,1.5687363584802467,0.007519777404481356,0.005713397946141798,0.010513680074465336
