sample,temp,k1,k2,m,n,rss,converged,log_k1_median,log_k1_p2_5,log_k1_p97_5,log_k2_median,log_k2_p2_5,log_k2_p97_5,m_median,m_p2_5,m_p97_5,n_median,n_p2_5,n_p97_5,log_sigma_median,log_sigma_p2_5,log_sigma_p97_5
DAB,25C,4.647399384800175e-10,0.0002528465871999816,0.3973966239571032,1.213970191317853,0.0020274044095328434,False,3.444702661439926e-08,1.3526502013920885e-10,1.3946470870369095e-05,0.00025304232936631025,0.0002363307011056294,0.00027547006706343596,0.40138634251583605,0.35344977946153683,0.5028571853769266,1.2198543381506441,1.0924444000227462,1.3808084457421648,0.007970208015161214,0.006346530653157944,0.010984974254236186
