sample,temp,kc1,kc2,m,n,xi,k0,B_fixed,a0_fixed,rss,converged,log_kc1_median,log_kc1_p2_5,log_kc1_p97_5,log_kc2_median,log_kc2_p2_5,log_kc2_p97_5,m_median,m_p2_5,m_p97_5,n_median,n_p2_5,n_p97_5,xi_median,xi_p2_5,xi_p97_5,log_k0_median,log_k0_p2_5,log_k0_p97_5,log_sigma_median,log_sigma_p2_5,log_sigma_p97_5
DAB,33C,5.437391325816296e-07,0.9999999994801991,0.04612571653140538,0.2592502104802185,0.47558107203337274,0.0004995424308249456,0.121829357753476,1.017826995879163,0.006419051504982059,True,0.00549020923267142,1.3583194615137988e-09,0.7652361478888998,0.0002138686609509064,2.3927300793567665e-10,0.6343653705757506,1.5576707017027456,0.01570086117534663,4.711884744658854,0.1520679625709394,0.0051965231450504246,0.9282761920505196,0.7607120559749583,0.20923738856724522,1.5480963633525806,0.0004883760626391434,0.00027657141764955197,0.005961627513021915,0.011606880452697622,0.009547604283073363,0.014397299699069105
