sample,temp,kc1,kc2,m,n,xi,k0,B_fixed,a0_fixed,rss,converged,log_kc1_median,log_kc1_p2_5,log_kc1_p97_5,log_kc2_median,log_kc2_p2_5,log_kc2_p97_5,m_median,m_p2_5,m_p97_5,n_median,n_p2_5,n_p97_5,xi_median,xi_p2_5,xi_p97_5,log_k0_median,log_k0_p2_5,log_k0_p97_5,log_sigma_median,log_sigma_p2_5,log_sigma_p97_5
DAP2,40C,1.0000000021692852e-10,0.08393894971475535,0.30708502311149066,0.7778172953877313,0.3172465780287605,0.0010165380677707116,0.0838128712593196,1.0113025728598617,0.000606368560947736,True,5.984849329929847e-08,1.3703166351538845e-10,5.130025681735781e-05,0.00771022751665761,0.000987834554873233,0.7788338349026114,0.3135581649299273,0.2794471914667144,0.3634478624833997,0.8248368344332594,0.6268856083614104,0.9649093851457665,0.4035668984341999,0.08277688097740615,2.228288199030435,0.001152395160060986,0.0009745407719770844,0.7421364143074783,0.004348447318250868,0.0033338283182313944,0.005811614700516034
