sample,temp,k1,k2,m,n,rss,converged,log_k1_median,log_k1_p2_5,log_k1_p97_5,log_k2_median,log_k2_p2_5,log_k2_p97_5,m_median,m_p2_5,m_p97_5,n_median,n_p2_5,n_p97_5,log_sigma_median,log_sigma_p2_5,log_sigma_p97_5
EDA,33C,6.389475514376988e-05,0.0005854642922351003,0.8796619260818791,1.4376619501560208,0.017776097526063413,True,6.146843280448394e-05,3.701479881375036e-07,8.119247253807135e-05,0.0005676865069507869,0.0004433751983252532,0.000794163691723252,0.8418738686287045,0.406032062060864,1.2377703272668246,1.3986480460239386,0.9616428260646183,1.7975623292000078,0.015929733764279162,0.013614240309005265,0.018986624328359288
