sample,temp,kc1,kc2,m,n,xi,k0,B_fixed,a0_fixed,rss,converged,log_kc1_median,log_kc1_p2_5,log_kc1_p97_5,log_kc2_median,log_kc2_p2_5,log_kc2_p97_5,m_median,m_p2_5,m_p97_5,n_median,n_p2_5,n_p97_5,xi_median,xi_p2_5,xi_p97_5,log_k0_median,log_k0_p2_5,log_k0_p97_5,log_sigma_median,log_sigma_p2_5,log_sigma_p97_5
DAP,25C,1.000000000963376e-10,0.004951481425225847,0.41790523971130883,1.144352026446217,0.21502365378801053,0.00043690330939544187,0.1778439518637648,1.0284709742196187,0.0011567266712604167,True,2.275058103756541e-08,1.308531579300695e-10,1.3234636238206434e-05,0.000401014104777143,0.0003763800186525212,0.4364542346068641,0.4245327621850315,0.37306681240211803,0.49244514529351924,1.2483190814742957,0.8363237829025068,1.4018176332678667,2.0940016854139345,0.04518960309568637,2.511690836502567,0.2651695635266633,0.00038777240774012014,0.956924212819787,0.005128378978573793,0.0035623985069643616,0.009507494148067678
