sample,temp,k1,k2,m,n,rss,converged,log_k1_median,log_k1_p2_5,log_k1_p97_5,log_k2_median,log_k2_p2_5,log_k2_p97_5,m_median,m_p2_5,m_p97_5,n_median,n_p2_5,n_p97_5,log_sigma_median,log_sigma_p2_5,log_sigma_p97_5
EDA,25C,5.072789193119189e-05,0.0003012831851794545,1.0235892951070893,1.5889882872655123,0.00335654638581403,True,4.787895776853553e-05,1.209237485356139e-09,6.249262379676958e-05,0.00027928810662231724,0.00020393578615612875,0.0005427523316890715,0.9308450979867391,0.3141863528835589,1.7072351145010332,1.511458919868123,0.9928446691480517,2.1470822032937695,0.010951101632308575,0.008611563629095877,0.014562795050969081
