sample,temp,kc1,kc2,m,n,xi,k0,B_fixed,a0_fixed,rss,converged,log_kc1_median,log_kc1_p2_5,log_kc1_p97_5,log_kc2_median,log_kc2_p2_5,log_kc2_p97_5,m_median,m_p2_5,m_p97_5,n_median,n_p2_5,n_p97_5,xi_median,xi_p2_5,xi_p97_5,log_k0_median,log_k0_p2_5,log_k0_p97_5,log_sigma_median,log_sigma_p2_5,log_sigma_p97_5
DAP2,25C,8.38916920915124e-06,0.00039487769801138884,0.13559106613009803,1.359148125783073,0.2509238973991065,0.05312058435511676,0.1241759398782675,1.0181148837984797,0.0033207490549949452,True,2.1533940915290233e-07,1.4738177666239957e-10,0.00017005000401334715,0.00039489868573693634,0.0002457499690908621,0.00043865428308190836,0.13394988237976416,0.08213692132713316,0.287910463332879,1.3446930013679734,1.1903708457657332,1.4988433497561218,1.8494647185682682,0.10661801949162845,2.564232994066303,0.22539212977586937,0.0035200638871609497,0.9394437839354988,0.008281466081313894,0.006804429539029339,0.010425352456607103
