sample,temp,kc1,kc2,m,n,xi,k0,B_fixed,a0_fixed,rss,converged,log_kc1_median,log_kc1_p2_5,log_kc1_p97_5,log_kc2_median,log_kc2_p2_5,log_kc2_p97_5,m_median,m_p2_5,m_p97_5,n_median,n_p2_5,n_p97_5,xi_median,xi_p2_5,xi_p97_5,log_k0_median,log_k0_p2_5,log_k0_p97_5,log_sigma_median,log_sigma_p2_5,log_sigma_p97_5
EDA,40C,0.000117233419834533,0.001482052176143537,0.6606964115292968,1.0405178357294111,0.5401538902002377,0.004655853538184583,0.1466577724825806,1.0179417344902777,1.003484592472698,True,0.00028409571044254816,4.4160567872645823e-10,0.0007285075571493704,0.0017302140386862104,6.660154986876427e-10,0.5454406019296428,1.8750770625009023,0.16504997115326295,4.851215672642485,0.6856469927272842,0.022217645864613274,3.8502926186335333,4.956002422164069,0.37456441531028695,9.543305754109992,0.07376001574759909,0.0010199813036691214,0.8888552011676776,0.14912981053973284,0.12254217359670538,0.18705927252366777
