sample,temp,k1,k2,m,n,rss,converged,log_k1_median,log_k1_p2_5,log_k1_p97_5,log_k2_median,log_k2_p2_5,log_k2_p97_5,m_median,m_p2_5,m_p97_5,n_median,n_p2_5,n_p97_5,log_sigma_median,log_sigma_p2_5,log_sigma_p97_5
DAP2,25C,1.0000017805746409e-10,0.00040082713102650077,0.1331952893257109,1.3641580772580677,0.003313103476074532,True,1.7515951822972895e-07,1.4502605615602706e-10,0.00014378070854418836,0.0003951830611061279,0.0002635305106343278,0.0004266726712059004,0.13752383504922439,0.08520763603129675,0.25335962717285854,1.363364819321398,1.2092890320858745,1.5177573674325868,0.008569275834945243,0.007061427330688788,0.010719376688561294
