Method,Sample,Temp_C,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,r_median,r_lower,r_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
NMR,DAB,33,0.00021603929618057712,0.0,0.061919319497523426,0.013167900706278999,2.7881677308340304e-06,0.04841564778393518,1.0032486095572954,0.21167595509614387,1.504716661421582,1.7057775369991446,1.0869400410887635,1.807838187699333,0.05034810602106433,0.050049471326554774,0.051686417850748255,0.0005023847831157287,6.424063470098045e-05,0.0025051786244370588
