Method,Sample,Temp_C,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
DSC,DAP,33,7.646628877123462e-05,7.471937072947647e-05,7.816299295658143e-05,0.0010175968900417924,0.0009698516225039209,0.0010667946287937018,0.8249858258339462,0.8067192164199186,0.842887596586439,1.7317136164310496,1.7213518858610206,1.7418775092886463,0.0008964149144236142,0.0008830952290197754,0.0009100798587858998
