Method,Sample,Temp_C,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,r_median,r_lower,r_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
DSC,EDA,33,4.399235605088634e-06,4.547344191559468e-07,963932465333830.2,0.00025461638269462007,0.00021001384056899743,0.03757983892469819,0.34962754597833107,0.306454812330211,1.818027142795548,1.158261538488408,0.5202905895549227,1.1657022713293748,0.15169921524654817,0.15109756093775376,0.15616482125434225,0.0003254417925532246,4.2521805159392855e-05,0.001444560654325924
