Method,Sample,Temp_C,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,r_median,r_lower,r_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
DSC,DAP,25,2.7913993823885693e-05,2.7883875301814398e-05,3.6271982095492365e-05,0.00022594763241857828,2.789255569521321e-06,0.00023823504799080835,1.0887731485039451,9.841143716909086e-05,1.1318759068152735,1.1632319808762115,0.5427857142210721,1.1829309792584424,0.5582360050479214,0.5579044222117178,0.5988417235313372,0.0017386005973397995,0.0017040365915674445,0.023693013456517795
