Method,Sample,Temp_C,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,r_median,r_lower,r_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
DSC,EDA,60,4.851122902789146e-05,4.723029236794082e-05,4.979750210785794e-05,0.001219420478971266,0.0012176613792933627,0.0012212046560907998,0.4296293062278328,0.42781093127490866,0.4314679466078045,1.6784040523118702,1.6770963363975628,1.6797220271968176,0.728302467927333,0.7282570344225242,0.7283480657503457,0.000645864946985221,0.00063836918328838,0.0006534956251708579
