Method,Sample,Temp_C,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
DSC,EDA,25,2.06539944582784e-05,2.1297916815882696e-10,3.486791346618281e-05,9.301774229403582e-05,7.84023906409769e-05,0.00022328402111184697,0.6441888532664585,0.2725659396056987,1.4911610399213713,1.0771811221113352,0.9046894211062658,1.3882017690059942,0.005978787861408804,0.004227433676600208,0.007311445277465719
