Method,Sample,Temp_C,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
DSC,DAB,100,0.0007062989789690948,3.1622183467954496e-05,0.0007916606777304732,0.012449032806841478,0.0124086349214869,0.012533544759760547,0.4052726457366786,0.344916371266408,0.41400884064978677,1.4690915389827466,1.4490555320469969,1.4724336297108378,0.0011367131940286637,0.0011014712664790618,0.0012108295180651787
