Method,Sample,Temp_C,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
NMR,DAB,25,2.3783423413918146e-08,1.318345673975891e-10,8.229388660322774e-06,0.0003546117050308099,0.00026159957081134155,0.0005046959703959438,0.32018993111748206,0.2926119924966568,0.37935302742232685,1.40840598222381,1.317833565040194,1.4996140687520243,0.00019828929466562245,0.00015454573335653684,0.000266390339958493
