Method,Sample,Temp_C,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,r_median,r_lower,r_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
DSC,DAB,60,0.000420256691067816,0.0002136431734079531,0.0008664268449405231,0.002597940677561164,0.00018998009510792286,0.002837332291364768,1.0991042738545458,0.5678981408346032,1.4376169870007613,1.5380791807167382,1.247244563160557,1.5424613138526613,0.8997567140252392,0.8991564724822823,0.9219868526281164,0.002947139560182643,0.0028416684662747127,0.029205015829876915
