Method,Sample,Temp_C,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,r_median,r_lower,r_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
NMR,DAP2,40,0.0002856417689809959,1.0250084943392274e-05,0.0008657516723714093,0.09793227930511358,6.180870388660385e-07,0.09993783623046981,1.0566896593135273,0.3817383463687678,1.9342947619217872,2.1565505876621254,1.3430470326593915,2.171762440365354,0.044542932032359824,-0.48847817632280627,0.04512070597030163,0.00031748834742249967,7.18850314120139e-05,0.002362600841994164
