Method,Sample,Temp_C,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
NMR,EDA,40,7.1833551958029695e-09,1.238074002376056e-10,9.881771188576712e-07,0.0031234642946487523,0.002574056142207837,0.0037851783182334836,0.5199799597572224,0.5051410501508219,0.5352765834486288,1.4179617313554478,1.3498587731630973,1.48539521341601,0.0003081655784668367,0.0002681114229017961,0.0003593188975071316
