Method,Sample,Temp_C,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,r_median,r_lower,r_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
NMR,EDA,33,5.7252730863766277e-05,3.851223670056006e-05,7.859966775293847e-05,0.004206425921950313,3.4818705942950685e-06,0.008347590869958708,0.7014840483123145,0.5752217064944052,2.454611426658389,1.646228349907669,1.169012959184425,1.7475033770501156,0.028540297714610082,0.028432566105850567,0.03030452222215844,0.00023430453165733555,0.00020310960172985,0.001557299681375895
