Method,Sample,Temp_C,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,r_median,r_lower,r_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
NMR,DAP,33,0.0003637870119898366,0.0003036870490199079,0.0003850092635289093,0.08875549038257481,4.520067981841557e-06,0.0995901309336972,1.469674743504128,1.3260394085773026,1.5381868926710112,1.8022958208319717,1.496916194929885,1.843438880230086,0.04280921766063225,0.04265423948978371,0.044165768373500246,0.00039182525176735403,0.0003344122948629261,0.0014043091768955417
