Label,log_k1_median,log_k1_CI_lower,log_k1_CI_upper,log_k2_median,log_k2_CI_lower,log_k2_CI_upper,m_median,m_CI_lower,m_CI_upper,n_median,n_CI_lower,n_CI_upper,log_sigma_median,log_sigma_CI_lower,log_sigma_CI_upper
NMR_DAP2_25C,-3.524902803976647,-3.6067897346041957,-3.4630879614155816,-0.5796572038971002,-1.1700209452968118,-0.11512546115382233,1.9270805610930957,1.6641773374499442,2.1477919666637972,1.8211657884738308,1.7203914278678354,1.8945034547990747,-4.048853133252528,-4.085622329948352,-4.01238509347898
