Method,Sample,Temp_C,r_value,r_treatment,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
NMR,DAP2,33,0.999999,fixed_stoichiometric,8.677464907955141e-07,1.5876334214125754e-10,3.807575226640969e-05,0.0010581004056320965,0.0009980855366055281,0.0011561324490414675,0.5019199996327295,0.4777828576582838,0.6147810281944665,0.9333304676351242,0.8930085385746291,0.9897106469061948,0.006420558909729999,0.005239063820398192,0.008125532466883488
