Method,Sample,Temp_C,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
DSC,DAP,60,0.000282640777195443,0.0002812975015253727,0.0002842157882175251,0.0016866062989042317,0.0016799795968965056,0.0016922740041013808,0.8126313199597359,0.8081597059052513,0.8164398554277645,1.5601565899677448,1.5583794591562092,1.5616671706981087,0.0011649569382260962,0.001151622315421071,0.0011810125027118942
