Method,Sample,Temp_C,r_value,r_treatment,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
NMR,DAB,25,0.03415028956258675,fixed_stoichiometric,2.291640583127148e-08,1.316634231928979e-10,7.2904665934489336e-06,0.0003543806084407682,0.0002615480301028797,0.0004941136956057079,0.3201329039838609,0.2925850594043219,0.3729008155792077,1.4080218585257873,1.3176566975243833,1.498655004344426,0.00019815760358297605,0.0001546959242290826,0.0002663746810680487
