Method,Sample,Temp_C,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
NMR,DAP2,40,5.970069337334416e-05,4.171066210107759e-05,0.3486789435877615,0.00379044427279235,0.002545162983789831,0.03922783275648164,0.650283650859527,0.5695926157825618,0.9683460095691383,1.3266887037712332,1.1663863852861067,1.395928515276227,0.00010653216142246969,9.518746265914038e-05,0.008604764948931412
