Method,Sample,Temp_C,r_value,r_treatment,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
NMR,DAB,33,0.050166698896522206,fixed_stoichiometric,9.45546556334709e-08,1.41109024588485e-10,4.724699427228518e-05,0.0004763023126994676,0.00037290791622925464,0.0006873341027673421,0.2478872123729359,0.22255762099066503,0.3792991803093365,1.1517858924512092,1.0727517631062562,1.2383394167454362,0.000392290559235546,0.00033641022373726205,0.0004652285347908267
