Method,Sample,Temp_C,r_value,r_treatment,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
NMR,DAP,25,0.029728034515068714,fixed_stoichiometric,2.653676398628013e-08,1.31887075141919e-10,8.887785330282872e-06,0.0004991208026125973,0.0004091255313501355,0.0006150984736133897,0.2694007842252611,0.25112872335146186,0.2987808153580328,1.498747688067048,1.4426988294954515,1.55497278618141,8.78128300691714e-05,6.648336909333116e-05,0.00012360296062288747
