Method,Sample,Temp_C,r_value,r_treatment,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
NMR,DAP,40,0.056794119628212,fixed_stoichiometric,3.396473236680229e-08,1.3362362718165476e-10,3.979454549749605e-05,0.001893632861899694,3.5717296150708957e-09,0.002500070457826706,0.4382098922632092,0.4140161036397447,2.9883164412597796,1.1681248334533276,0.030591800021007476,1.2712826447488614,0.00043072654187377934,0.00035482255572887223,0.0022048198608250833
