Method,Sample,Temp_C,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
DSC,DAB,33,8.753601760045974e-06,8.172636549172714e-06,9.335204930239907e-06,0.00040694465983330715,0.0004036985579905889,0.00041024571643877685,0.41120202491337277,0.40766004820605595,0.4147689249065572,1.275389439701056,1.27255702263958,1.2782284752986264,0.0003388506793871915,0.0003318723642497325,0.00034608014381320073
