Method,Sample,Temp_C,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
NMR,DAP,33,0.00040138717280913073,0.00026582915985970455,0.000517805005803141,0.3742732487312225,0.05135862155822673,0.948567309368693,1.8776436031714532,1.478886017666211,2.0880719310439178,1.8166143182608074,1.578656851796927,1.975284910025831,0.0003602764183686387,0.0003097563104129429,0.00042644114083274835
