Method,Sample,Temp_C,r_value,r_treatment,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
NMR,DAB,40,0.999999,fixed_stoichiometric,0.00018888576101803276,0.0001525797357816827,0.00022659300660918524,0.0017899460988008268,0.0015818049792603998,0.0020058734447830663,0.8884342756141366,0.7683366417186244,1.0124256576398771,1.1399829797064496,1.073041975198789,1.1975718331960856,0.006427545341845409,0.0055931234681929325,0.007714595841166819
