Method,Sample,Temp_C,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
DSC,EDA,80,0.0014710513124342284,3.848274130681626e-05,0.0015055436421299606,0.0026512604840437763,0.002629462087597068,0.003810160594830221,0.43346246015759726,0.18570602756241464,0.4491243673984834,1.3026500285744422,1.2733138692841401,1.3049010807067054,0.00161247788663376,0.001582320342009661,0.0018649239856257439
