Method,Sample,Temp_C,r_value,r_treatment,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
NMR,EDA,40,0.999999,fixed_stoichiometric,1.0059002910085957e-08,1.2574622607082658e-10,1.897218951288441e-06,0.001502266981342125,0.0014372385656538367,0.0015695984690171053,0.5130911617294848,0.498738945799243,0.5279197965610315,0.714826206480222,0.6806564893061697,0.7485728180599636,0.0069965077239700114,0.006086281791999499,0.008157524420430027
