Method,Sample,Temp_C,r_value,r_treatment,log_k1_median,log_k1_lower,log_k1_upper,log_k2_median,log_k2_lower,log_k2_upper,m_median,m_lower,m_upper,n_median,n_lower,n_upper,log_sigma_median,log_sigma_lower,log_sigma_upper
NMR,DAP2,25,0.999999,fixed_stoichiometric,0.00040845193345082255,0.0004007050617509129,0.00041552620979981727,0.0003844978918411055,0.0002942196608201628,0.0004899248288879594,1.9641684665479713,1.6772999377524913,2.2260540367858948,0.9106847505025486,0.8637829595315171,0.9578922219828968,0.003000538287466888,0.002771381521279908,0.003263071487372972
