sample,temp,scan,timestamp,A,A_err,T2,T2_err,beta,beta_err,c,c_err,dropped,elapsed_min,alpha
DAP,25C,34,2020-02-26 17:03:48,4.846335842030097,0.25603784993762113,0.00011657433340221164,6.05122778523804e-06,1.3448243009444334,0.09766167923581878,0.2577173217360575,0.002694974245389192,False,260.6333333333333,0.9939337008557176
DAP,25C,35,2020-02-26 17:11:32,5.143457512087948,0.3326871564536917,0.00010613921026028051,7.003068770142662e-06,1.2488229877004402,0.0999412116719232,0.2554133013389584,0.00275559544904228,False,268.3666666666667,0.9944767241502876
DAP,25C,36,2020-02-26 17:19:18,5.4136153145987045,0.3510566405371298,0.00010364221176116699,7.245665733783522e-06,1.152256948407722,0.08586245071105483,0.25394402881294853,0.002598080867225225,False,276.1333333333333,0.9946066630434931
DAP,25C,37,2020-02-26 17:27:02,5.432494670960414,0.34852655518082454,0.00010022055404558159,6.682562188710686e-06,1.2009695142611987,0.08990719668301406,0.25775743511341576,0.002508383867074042,False,283.8666666666667,0.9947847193845958
DAP,25C,38,2020-02-26 17:34:48,4.750239086806023,0.2622457939389252,0.00011427016303363567,6.319924838509362e-06,1.302732076104268,0.09536232792386928,0.2573559587111867,0.00258037974178992,False,291.6333333333333,0.9940536053520783
DAP,25C,39,2020-02-26 17:42:34,5.216809159056276,0.3479404569059972,0.00010443219656810494,7.140640033034333e-06,1.2355641931553523,0.10030859641910787,0.25771322855476436,0.0027705766495529994,False,299.4,0.9945655537871203
DAP,25C,40,2020-02-26 17:50:20,4.826038712611136,0.28206708534623237,0.0001109910800573856,6.444307963144103e-06,1.308998022539388,0.10049034015219094,0.2534569746905124,0.002649976671723514,False,307.1666666666667,0.9942242423840245
DAP,25C,41,2020-02-26 17:58:04,4.912334488543442,0.29151430444620524,0.00011276188703753579,6.7901994928738865e-06,1.2758767468489463,0.09807092301002564,0.25172174010955634,0.002745055913165671,False,314.9,0.9941320930698928
DAP,25C,42,2020-02-26 18:05:50,6.467781827004091,0.6401142549018101,8.13763705077559e-05,9.659463248286021e-06,0.9481224148685443,0.08458347102928125,0.2585432814900538,0.0027214750485308865,False,322.6666666666667,0.9957653336513383
DAP,25C,43,2020-02-26 18:13:36,5.15197359234976,0.33418381044546736,0.0001066826112762414,7.133716946026603e-06,1.2324826541126952,0.09811792426790689,0.255481028288971,0.0027602841555246995,False,330.43333333333334,0.9944484466296541
DAP,25C,44,2020-02-26 18:21:22,7.282435795177231,0.7995081677137147,7.040330825689639e-05,9.629469268057593e-06,0.8746793461718522,0.0776350617214242,0.25770919577349516,0.0025566872080965077,False,338.2,0.9963363502396373
DAP,25C,45,2020-02-26 18:29:06,5.113404947608677,0.3158255157071246,0.00010564980232929318,6.512263581600819e-06,1.2853196872990629,0.10030294319531986,0.2542765405614261,0.002664488378028544,False,345.93333333333334,0.9945021919769208
DAP,25C,46,2020-02-26 18:36:52,5.198357611992484,0.31475689746896474,0.00010513356649701232,6.357375751975264e-06,1.282564847107489,0.09771187285132206,0.25696901375655606,0.0026260519225258004,False,353.7,0.9945290558747979
DAP,25C,47,2020-02-26 18:44:38,5.302796233992911,0.3651998796424623,0.00010037553283244291,7.3976821887970365e-06,1.1551697463563932,0.09022079653671974,0.25374041179300444,0.002555298086688492,False,361.46666666666664,0.9947766545931904
DAP,25C,48,2020-02-26 18:52:24,5.132949398766365,0.328612047248681,0.00010325754172977061,6.656336407723776e-06,1.2626857859407865,0.09954912073614838,0.25564764573637183,0.002612692616088911,False,369.23333333333335,0.994626680515729
DAP,25C,49,2020-02-26 19:00:10,6.741825579314797,0.6669030876425043,7.884835347202314e-05,9.254673037761187e-06,0.9540983377201714,0.08411775618773401,0.2523685727869775,0.0026745564556173622,False,377.0,0.9958968866882122
DAP,25C,50,2020-02-26 19:07:56,5.523055050293079,0.41781400318879663,9.489392830662329e-05,7.821596096459337e-06,1.1130161814852737,0.09045557107460885,0.251393961714453,0.002562886513456555,False,384.76666666666665,0.995061906516781
DAP,25C,51,2020-02-26 19:15:44,5.175183246984494,0.33933959316761525,0.00010455250902343519,7.272751748548679e-06,1.1799257320373222,0.09090047497452869,0.2504294405455537,0.0026015302138652076,False,392.56666666666666,0.9945592929634595
DAP,25C,52,2020-02-26 19:23:30,5.279920105522015,0.37845803976178977,9.99246459161011e-05,7.78419460447777e-06,1.1303590067198983,0.09022728643916526,0.25148006805705087,0.00258314422903847,False,400.3333333333333,0.9948001178619473
DAP,25C,53,2020-02-26 19:31:16,5.261699872531043,0.3567645289830832,0.00010299167410801664,7.258290698292919e-06,1.2087292396821765,0.09740205301052099,0.2548070232880861,0.0027163097467163572,False,408.1,0.994640515744113
DAP,25C,54,2020-02-26 19:39:02,4.882912430961385,0.30098112248853043,0.0001046898705871941,6.234470311007351e-06,1.34083834095543,0.10761059079073763,0.25307879139808287,0.0026000464421028777,False,415.8666666666667,0.9945521449377116
DAP,25C,55,2020-02-26 19:46:48,5.733723498665082,0.4575366367581368,9.154270844141814e-05,8.172559775376204e-06,1.0658343954814298,0.08715693968309876,0.25231420348897154,0.00255277713708972,False,423.6333333333333,0.9952362974106191
DAP,25C,56,2020-02-26 19:54:34,6.0900748623088194,0.5653564505670621,8.711982185835243e-05,9.424914541810912e-06,0.999207368659121,0.08905286296716143,0.2554250645871263,0.002782375000813535,False,431.4,0.9954664557337342
DAP,25C,57,2020-02-26 20:02:22,5.717108973493462,0.45896548346136457,9.131019819034768e-05,8.090204317025298e-06,1.0843539804801636,0.09013488679959278,0.2543858834633146,0.0025741227115587996,False,439.2,0.9952483967870079
DAP,25C,58,2020-02-26 20:10:08,4.922491205226452,0.2897843478266774,0.0001064807389056117,6.09283128803528e-06,1.3354145798882442,0.10289622766950335,0.25204067991718077,0.0025746560956974216,False,446.96666666666664,0.9944589516709738
DAP,25C,59,2020-02-26 20:17:54,5.211617723824773,0.40356948236673085,0.00010026186587500281,8.419398121586708e-06,1.1345549179555794,0.09825998475469759,0.2579032675083998,0.0027792528681211542,False,454.73333333333335,0.994782569598205
DAP,25C,60,2020-02-26 20:25:40,5.244410577904454,0.38349664793721894,0.00010054059017997792,7.837247287568896e-06,1.1616403223730216,0.09681116362824697,0.2579212676923287,0.0027032396098377698,False,462.5,0.9947680653333003
DAP,25C,61,2020-02-26 20:33:30,5.618864065126244,0.4181575640412579,9.438047940708907e-05,7.62864034571366e-06,1.1162632912317432,0.08919173646592682,0.2607555981765479,0.002543746502336073,False,470.3333333333333,0.9950886253881567
DAP,25C,62,2020-02-26 20:41:16,5.9541306628158,0.5458444368088674,8.628863839411775e-05,8.868022257922453e-06,1.0481773730393196,0.09462495655102002,0.2590053436928909,0.0026955425666922994,False,478.1,0.995509708887243
