sample,temp,scan,timestamp,A,A_err,T2,T2_err,beta,beta_err,dropped,elapsed_min,alpha
DAB,40C,1,2020-07-28 15:33:56,21.92952054641563,0.763605196441398,0.005388586743628586,0.00039559636299710455,0.5690746810060393,0.019432647364403238,False,0.0,0.0
DAB,40C,2,2020-07-28 15:34:50,20.059937877396823,0.35602618311546247,0.012553011308023838,0.0004241922584084724,0.6642934059847538,0.013297466284849182,False,0.9,-1.3295553927690595
DAB,40C,3,2020-07-28 15:35:44,19.349440839744638,0.2818180149368785,0.01768172399814313,0.00047591853276854063,0.6945056845643122,0.0118669185796301,False,1.8,-2.2813286376153887
DAB,40C,4,2020-07-28 15:36:38,18.92500192902685,0.2523226707188197,0.021990035074056627,0.0005417265518415966,0.6949793433942031,0.010889991048069194,False,2.7,-3.080853871389829
DAB,40C,5,2020-07-28 15:37:32,18.650604394835014,0.23342976463062118,0.02531854302011401,0.0005780072165875407,0.7083638130268295,0.010599514932204507,False,3.6,-3.6985497728231653
DAB,40C,6,2020-07-28 15:38:26,18.380526907803297,0.2178148467393689,0.028042486331340565,0.0006007698236142621,0.7177412107906184,0.01029184355074654,False,4.5,-4.20405213194308
DAB,40C,7,2020-07-28 15:39:20,18.63795802695116,0.2168378844376966,0.02930603192146523,0.0006231373140192469,0.7065389066411444,0.00982946991480729,False,5.4,-4.438537656671558
DAB,40C,8,2020-07-28 15:40:12,18.155699081535776,0.20629883924138168,0.03154791679403888,0.0006426140671299696,0.7267446848678061,0.010113837969602857,False,6.266666666666667,-4.854580856722932
DAB,40C,9,2020-07-28 15:41:06,18.404131371635795,0.20733083453424125,0.031737161952281746,0.0006464434508212847,0.7177784654611196,0.009808640152279632,False,7.166666666666667,-4.889700484047597
DAB,40C,10,2020-07-28 15:42:00,17.791885126890172,0.19244803691577633,0.034233490560758376,0.0006483840494955482,0.7520481320493358,0.010254086372995437,False,8.066666666666666,-5.352962694947007
DAB,40C,11,2020-07-28 15:42:54,18.01563127155353,0.1949585565307481,0.03346075211216523,0.0006433843957814615,0.7362278403006983,0.009871284102223007,False,8.966666666666667,-5.209559890954509
DAB,40C,12,2020-07-28 15:43:48,17.9866321414649,0.1933823473243756,0.034208451652674166,0.0006530789086214195,0.7369291636937959,0.009829398350639451,False,9.866666666666667,-5.348316039102817
DAB,40C,13,2020-07-28 15:44:42,17.8051036688611,0.19066780871015396,0.0347311712709079,0.0006530460652232118,0.749042524251725,0.010082525288304663,False,10.766666666666667,-5.445320994780999
DAB,40C,14,2020-07-28 15:45:36,17.65088447577837,0.18814819207830616,0.03546643947701991,0.0006607929985369579,0.7540242298085673,0.010160624762892088,False,11.666666666666666,-5.581770168023201
DAB,40C,15,2020-07-28 15:46:30,17.758016065011304,0.1967594516790618,0.0343036977354795,0.0006772205283173309,0.7332907162481133,0.01004191720549398,False,12.566666666666666,-5.365991560967236
DAB,40C,16,2020-07-28 15:47:24,18.0584028978195,0.19929837217900453,0.03317534734800851,0.0006534514323143387,0.731483461299416,0.009949654357851244,False,13.466666666666667,-5.156595212508128
DAB,40C,17,2020-07-28 15:48:18,17.816355846023097,0.19235136301809694,0.03373456849372523,0.0006392118944811175,0.7495170374179714,0.01017015291275831,False,14.366666666666667,-5.260374027311087
DAB,40C,18,2020-07-28 15:49:12,17.582928668625854,0.19338319441038626,0.03376584866565708,0.0006500835771334485,0.7523537260505303,0.010431052891362935,False,15.266666666666667,-5.266178920768326
DAB,40C,19,2020-07-28 15:50:06,17.53526414396235,0.1916836935529367,0.03350411301484907,0.00063481079698969,0.7632252438946625,0.010636978226855734,False,16.166666666666668,-5.21760669519963
DAB,40C,20,2020-07-28 15:51:00,17.87400776590847,0.20003371612574397,0.031692037829286486,0.0006225062941830042,0.7494154087892453,0.01052807239927995,False,17.066666666666666,-4.881326465934478
